Acquisition Time,Acquisition Start Time,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,Average Speed m/s
2020.08.01 02:11:57,2020.08.01 02:00:00,2020.08.01 02:11:57,Resolved QFP,36.135583,14.697657,0.48004748641159234
2020.08.01 06:55:17,2020.08.01 06:30:00,2020.08.01 06:55:17,Resolved QFP,36.146987,14.624741,0.15226919930373073
2020.08.01 07:30:06,2020.08.01 07:30:00,2020.08.01 07:30:06,Resolved QFP,36.147766,14.621968,0.3263471169138354
2020.08.01 08:23:48,2020.08.01 08:00:00,2020.08.01 08:23:48,Resolved QFP,36.15202,14.613415,0.34248725115225165
2020.08.01 09:01:10,2020.08.01 09:00:00,2020.08.01 09:01:10,Resolved QFP,36.153488,14.606624,0.4423732952878608
2020.08.01 10:52:30,2020.08.01 10:30:00,2020.08.01 10:52:30,Resolved QFP,36.162845,14.581519,0.4458669422336428
2020.08.01 11:30:08,2020.08.01 11:30:00,2020.08.01 11:30:08,Resolved QFP,36.164358,14.57254,0.565897976505279
2020.08.01 12:00:35,2020.08.01 12:00:00,2020.08.01 12:00:35,Resolved QFP,36.163457,14.563237,0.5712155768478505
2020.08.01 14:08:45,2020.08.01 14:00:00,2020.08.01 14:08:45,Unresolved QFP,36.159531,14.523721,0.2303153003457826
2020.08.01 14:30:43,2020.08.01 14:30:00,2020.08.01 14:30:43,Resolved QFP,36.161974,14.525086,0.6804488639308678
2020.08.01 16:15:04,2020.08.01 16:00:00,2020.08.01 16:15:04,Resolved QFP,36.163412,14.486607,0.5436398169153785
2020.08.01 17:20:43,2020.08.01 17:00:00,2020.08.01 17:20:43,Resolved QFP,36.167513,14.46767,0.4417642420021369
2020.08.01 18:00:52,2020.08.01 18:00:00,2020.08.01 18:00:52,Resolved QFP,36.170307,14.458445,0.4951216040828718
2020.08.01 19:37:58,2020.08.01 19:30:00,2020.08.01 19:37:58,Unresolved QFP,36.183117,14.435557,0.3411881042668895
2020.08.01 23:42:54,2020.08.01 23:30:00,2020.08.01 23:42:54,Resolved QFP,36.192219,14.391116,0.386173555706973
2020.08.02 01:08:16,2020.08.02 01:00:00,2020.08.02 01:08:16,Resolved QFP,36.193463,14.37328,0.5177507362331571
2020.08.02 04:06:48,2020.08.02 04:00:00,2020.08.02 04:06:48,Resolved QFP (Uncertain),36.186637,14.323597,0.6038811559806084
2020.08.02 06:33:13,2020.08.02 06:30:00,2020.08.02 06:33:13,Resolved QFP,36.185317,14.275666,0.3137705735228835
2020.08.02 07:05:41,2020.08.02 07:00:00,2020.08.02 07:05:41,Resolved QFP,36.187641,14.270628,0.2521592142842956
2020.08.02 07:41:12,2020.08.02 07:30:00,2020.08.02 07:41:12,Resolved QFP,36.191148,14.26718,0.3030550206375142
2020.08.02 08:00:08,2020.08.02 08:00:00,2020.08.02 08:00:08,Resolved QFP (Uncertain),36.192788,14.264511,0.717881224765822
2020.08.02 13:38:07,2020.08.02 13:30:00,2020.08.02 13:38:07,Resolved QFP,36.223766,14.136451,0.786283446359608
2020.08.02 15:11:01,2020.08.02 15:00:00,2020.08.02 15:11:01,Resolved QFP,36.230399,14.097371,0.6466755706281736
2020.08.02 22:00:12,2020.08.02 22:00:00,2020.08.02 22:00:12,Resolved QFP,36.268828,13.958865,0.7126179996434685
2020.08.02 23:32:50,2020.08.02 23:30:00,2020.08.02 23:32:50,Resolved QFP,36.279735,13.924688,0.724905794151232
2020.08.03 01:00:09,2020.08.03 01:00:00,2020.08.03 01:00:09,Resolved QFP,36.290691,13.892073,0.7645371508829659
2020.08.03 01:44:01,2020.08.03 01:30:00,2020.08.03 01:44:01,Resolved QFP,36.298328,13.875486,0.7251938103715104
2020.08.03 02:48:52,2020.08.03 02:30:00,2020.08.03 02:48:52,Unresolved QFP,36.312289,13.853936,0.8046255740247708
2020.08.03 04:09:17,2020.08.03 04:00:00,2020.08.03 04:09:17,Resolved QFP,36.324703,13.821009,0.5153602440995579
2020.08.03 04:30:37,2020.08.03 04:30:00,2020.08.03 04:30:37,Resolved QFP,36.328384,13.816254,0.4037008002818703
2020.08.03 05:27:31,2020.08.03 05:00:00,2020.08.03 05:27:31,Resolved QFP,36.336425,13.806588,0.3041961055250706
2020.08.03 05:30:09,2020.08.03 05:30:00,2020.08.03 05:30:09,Resolved QFP,36.336818,13.806385,0.5783957718770383
2020.08.03 06:32:54,2020.08.03 06:30:00,2020.08.03 06:32:54,Resolved QFP,36.348542,13.790381,0.39530539026754163
2020.08.03 07:00:10,2020.08.03 07:00:00,2020.08.03 07:00:10,Resolved QFP,36.352498,13.785997,0.7521408854876728
2020.08.03 07:47:31,2020.08.03 07:30:00,2020.08.03 07:47:31,Resolved QFP (Uncertain),36.362152,13.769145,0.28361018470960253
2020.08.03 08:06:39,2020.08.03 08:00:00,2020.08.03 08:06:39,Unresolved QFP,36.362914,13.771992,0.7815266258094353
2020.08.03 10:02:48,2020.08.03 10:00:00,2020.08.03 10:02:48,Resolved QFP,36.39487,13.733944,0.6487647918571053
2020.08.03 10:40:40,2020.08.03 10:30:00,2020.08.03 10:40:40,Resolved QFP,36.404132,13.724171,0.5815085869932196
2020.08.03 11:14:51,2020.08.03 11:00:00,2020.08.03 11:14:51,Resolved QFP (Uncertain),36.412825,13.717539,0.629241255682784
2020.08.03 12:00:58,2020.08.03 12:00:00,2020.08.03 12:00:58,Resolved QFP,36.424283,13.706486,0.5422329127625045
2020.08.03 12:34:34,2020.08.03 12:30:00,2020.08.03 12:34:34,Resolved QFP,36.43007,13.698386,0.5698951463324781
2020.08.03 15:18:37,2020.08.03 15:00:00,2020.08.03 15:18:37,Resolved QFP,36.444862,13.649791,0.5176605814005758
2020.08.03 16:13:11,2020.08.03 16:00:00,2020.08.03 16:13:11,Resolved QFP,36.451097,13.635738,0.580231372856857
2020.08.03 16:39:51,2020.08.03 16:30:00,2020.08.03 16:39:51,Resolved QFP,36.454856,13.628195,0.5909151212386544
2020.08.03 18:00:49,2020.08.03 18:00:00,2020.08.03 18:00:49,Resolved QFP,36.467285,13.605272,0.5105916700424596
2020.08.03 18:35:44,2020.08.03 18:30:00,2020.08.03 18:35:44,Resolved QFP,36.47294,13.597342,0.5143585404995661
2020.08.03 20:07:13,2020.08.03 20:00:00,2020.08.03 20:07:13,Resolved QFP,36.488378,13.576771,0.5584582537072007
2020.08.03 22:06:20,2020.08.03 22:00:00,2020.08.03 22:06:20,Resolved QFP,36.505366,13.544751,0.5868449050319318
2020.08.03 23:30:21,2020.08.03 23:30:00,2020.08.03 23:30:21,Resolved QFP,36.514288,13.519477,0.30720540610812364
2020.08.04 00:11:21,2020.08.04 00:00:00,2020.08.04 00:11:21,Resolved QFP,36.518005,13.513695,0.5551848925061461
2020.08.04 01:35:28,2020.08.04 01:30:00,2020.08.04 01:35:28,Resolved QFP,36.519721,13.488424,0.7036138516212163
2020.08.04 04:36:29,2020.08.04 04:30:00,2020.08.04 04:36:29,Resolved QFP,36.532958,13.420576,0.4782978820070616
2020.08.04 05:01:44,2020.08.04 05:00:00,2020.08.04 05:01:44,Resolved QFP,36.534661,13.414242,0.5676537887695384
2020.08.04 05:34:50,2020.08.04 05:30:00,2020.08.04 05:34:50,Resolved QFP (Uncertain),36.537422,13.404417,0.6697737567074171
2020.08.04 06:13:56,2020.08.04 06:00:00,2020.08.04 06:13:56,Resolved QFP,36.543154,13.39137,0.5481828023656886
2020.08.04 06:32:27,2020.08.04 06:30:00,2020.08.04 06:32:27,Resolved QFP (Uncertain),36.54533,13.386294,0.5061971493818384
2020.08.04 07:05:50,2020.08.04 07:00:00,2020.08.04 07:05:50,Resolved QFP,36.549502,13.37809,0.6730425923715083
2020.08.04 07:43:01,2020.08.04 07:30:00,2020.08.04 07:43:01,Resolved QFP,36.555329,13.365775,0.7730751996119682
2020.08.04 08:02:19,2020.08.04 08:00:00,2020.08.04 08:02:19,Resolved QFP,36.558801,13.358432,0.6787450695241308
2020.08.04 08:46:07,2020.08.04 08:30:00,2020.08.04 08:46:07,Resolved QFP,36.566959,13.344427,0.6817259405755255
2020.08.04 09:36:48,2020.08.04 09:30:00,2020.08.04 09:36:48,Resolved QFP,36.576185,13.32801,0.6853613979110428
2020.08.04 11:10:57,2020.08.04 11:00:00,2020.08.04 11:10:57,Resolved QFP,36.594515,13.29797,0.7132420947720407
2020.08.04 12:12:34,2020.08.04 12:00:00,2020.08.04 12:12:34,Unresolved QFP,36.604804,13.276371,0.40596357800844307
2020.08.04 12:31:04,2020.08.04 12:30:00,2020.08.04 12:31:04,Resolved QFP,36.606493,13.272649,0.7326513019035967
2020.08.04 14:42:10,2020.08.04 14:30:00,2020.08.04 14:42:10,Resolved QFP,36.608287,13.220587,0.6956950584842541
2020.08.04 15:05:00,2020.08.04 15:00:00,2020.08.04 15:05:00,Resolved QFP,36.609306,13.21203,0.7754200322923535
2020.08.04 15:45:45,2020.08.04 15:30:00,2020.08.04 15:45:45,Resolved QFP,36.6105,13.194933,0.6756402531116262
2020.08.04 16:49:52,2020.08.04 16:30:00,2020.08.04 16:49:52,Resolved QFP,36.607355,13.171642,0.6759422206696307
2020.08.04 17:10:21,2020.08.04 17:00:00,2020.08.04 17:10:21,Resolved QFP,36.607179,13.164135,0.6223879922652904
2020.08.04 17:31:10,2020.08.04 17:30:00,2020.08.04 17:31:10,Resolved QFP (Uncertain),36.608079,13.157164,0.3317171925937282
2020.08.04 19:02:51,2020.08.04 19:00:00,2020.08.04 19:02:51,Resolved QFP,36.612481,13.141244,0.7155023415846888
2020.08.04 21:13:14,2020.08.04 21:00:00,2020.08.04 21:13:14,Unresolved QFP,36.61377,13.090665,0.8843343438103776
2020.08.04 22:01:46,2020.08.04 22:00:00,2020.08.04 22:01:46,Resolved QFP,36.613269,13.067393,0.930040793795973
2020.08.04 23:07:22,2020.08.04 23:00:00,2020.08.04 23:07:22,Unresolved QFP,36.615024,13.034349,0.7423966095006154
2020.08.05 00:11:24,2020.08.05 00:00:00,2020.08.05 00:11:24,Resolved QFP,36.623033,13.009792,0.702824955404485
2020.08.05 01:27:43,2020.08.05 01:00:00,2020.08.05 01:27:43,Resolved QFP,36.634102,12.982803,0.7657785517488376
2020.08.05 02:36:00,2020.08.05 02:30:00,2020.08.05 02:36:00,Unresolved QFP,36.644424,12.956312,0.8425743711796883
2020.08.05 03:01:22,2020.08.05 03:00:00,2020.08.05 03:01:22,Unresolved QFP,36.648933,12.945597,0.8417653848874956
2020.08.05 03:52:15,2020.08.05 03:30:00,2020.08.05 03:52:15,Resolved QFP,36.657207,12.923831,0.7093095781143117
2020.08.05 04:33:18,2020.08.05 04:30:00,2020.08.05 04:33:18,Resolved QFP,36.661576,12.908632,0.8241798081401521
2020.08.05 05:00:32,2020.08.05 05:00:00,2020.08.05 05:00:32,Unresolved QFP,36.664789,12.896874,0.6583884213137929
2020.08.05 06:11:02,2020.08.05 06:00:00,2020.08.05 06:11:02,Unresolved QFP,36.670307,12.872289,0.6601428422761471
2020.08.05 06:46:48,2020.08.05 06:30:00,2020.08.05 06:46:48,Resolved QFP,36.674202,12.860067,0.6484697228790937
2020.08.05 07:33:13,2020.08.05 07:30:00,2020.08.05 07:33:13,Resolved QFP,36.678946,12.84442,0.5600403197190186
2020.08.05 08:30:16,2020.08.05 08:30:00,2020.08.05 08:30:16,Resolved QFP,36.683673,12.827724,0.5075589428412975
2020.08.05 09:17:34,2020.08.05 09:00:00,2020.08.05 09:17:34,Resolved QFP (Uncertain),36.686816,12.815074,0.5349259400404891
2020.08.05 09:35:50,2020.08.05 09:30:00,2020.08.05 09:35:50,Resolved QFP,36.688135,12.809935,0.5981460415767649
2020.08.05 10:04:14,2020.08.05 10:00:00,2020.08.05 10:04:14,Resolved QFP,36.692795,12.801937,0.6052735493630638
2020.08.05 10:30:22,2020.08.05 10:30:00,2020.08.05 10:30:22,Resolved QFP,36.693782,12.793413,0.4956000591332695
2020.08.05 11:10:45,2020.08.05 11:00:00,2020.08.05 11:10:45,Resolved QFP,36.699878,12.784356,0.49137883298114415
2020.08.05 11:42:10,2020.08.05 11:30:00,2020.08.05 11:42:10,Resolved QFP,36.706301,12.778846,0.4856247491843609
2020.08.05 12:30:08,2020.08.05 12:30:00,2020.08.05 12:30:08,Resolved QFP,36.711553,12.767312,0.562471057700118
2020.08.05 13:15:26,2020.08.05 13:00:00,2020.08.05 13:15:26,Resolved QFP (Uncertain),36.715795,12.754135,1.1085710088527887
2020.08.05 13:34:56,2020.08.05 13:30:00,2020.08.05 13:34:56,Unresolved QFP,36.71449,12.742481,0.4803434402526651
2020.08.05 14:14:51,2020.08.05 14:00:00,2020.08.05 14:14:51,Resolved QFP,36.715224,12.732107,0.5785699578612342
2020.08.05 14:50:20,2020.08.05 14:30:00,2020.08.05 14:50:20,Resolved QFP,36.717189,12.721141,0.5923579004238724
2020.08.05 15:43:13,2020.08.05 15:30:00,2020.08.05 15:43:13,Resolved QFP,36.71952,12.704306,0.4661394938492967
2020.08.05 16:23:01,2020.08.05 16:00:00,2020.08.05 16:23:01,Resolved QFP,36.722374,12.694642,0.6044810553447495
2020.08.05 16:30:24,2020.08.05 16:30:00,2020.08.05 16:30:24,Resolved QFP,36.722133,12.692233,0.4798039436043017
2020.08.05 17:47:00,2020.08.05 17:30:00,2020.08.05 17:47:00,Resolved QFP,36.729188,12.673542,0.6450183797570287
2020.08.05 18:29:43,2020.08.05 18:00:00,2020.08.05 18:29:43,Resolved QFP,36.735299,12.659856,0.47961843282447403
2020.08.05 18:30:11,2020.08.05 18:30:00,2020.08.05 18:30:11,Resolved QFP,36.735198,12.659786,0.5544991900168386
2020.08.05 19:52:35,2020.08.05 19:30:00,2020.08.05 19:52:35,Resolved QFP,36.744007,12.636564,0.7486291824241467
2020.08.05 20:07:45,2020.08.05 20:00:00,2020.08.05 20:07:45,Resolved QFP,36.744957,12.630477,0.6781504283737757
2020.08.05 21:02:27,2020.08.05 21:00:00,2020.08.05 21:02:27,Resolved QFP,36.748798,12.610715,0.7748889447300908
2020.08.05 21:30:53,2020.08.05 21:30:00,2020.08.05 21:30:53,Resolved QFP,36.752653,12.599381,0.728035966136979
2020.08.05 22:00:20,2020.08.05 22:00:00,2020.08.05 22:00:20,Resolved QFP,36.756436,12.588362,0.6474453172869115
2020.08.05 23:42:53,2020.08.05 23:30:00,2020.08.05 23:42:53,Resolved QFP,36.769892,12.554865,0.5147156796496929
2020.08.06 01:15:07,2020.08.06 01:00:00,2020.08.06 01:15:07,Resolved QFP,36.780898,12.531497,0.5134085055498772
2020.08.06 01:39:43,2020.08.06 01:30:00,2020.08.06 01:39:43,Resolved QFP,36.78449,12.525626,0.4431806189530869
2020.08.06 02:07:31,2020.08.06 02:00:00,2020.08.06 02:07:31,Resolved QFP,36.788221,12.520039,0.3859870665088266
2020.08.06 03:19:04,2020.08.06 03:00:00,2020.08.06 03:19:04,Resolved QFP,36.795717,12.506996,0.406427861660499
2020.08.06 04:31:16,2020.08.06 04:30:00,2020.08.06 04:31:16,Resolved QFP,36.802374,12.492487,0.4172416485611136
2020.08.06 05:14:35,2020.08.06 05:00:00,2020.08.06 05:14:35,Resolved QFP,36.805834,12.483293,0.34587682169527073
2020.08.06 05:40:50,2020.08.06 05:30:00,2020.08.06 05:40:50,Resolved QFP,36.805889,12.478369,0.14339464994272708
2020.08.06 06:00:11,2020.08.06 06:00:00,2020.08.06 06:00:11,Resolved QFP,36.807377,12.478013,0.2357042230620159
2020.08.06 07:00:42,2020.08.06 07:00:00,2020.08.06 07:00:42,Resolved QFP,36.809919,12.485335,0.16713416837071116
2020.08.06 07:55:09,2020.08.06 07:30:00,2020.08.06 07:55:09,Resolved QFP,36.81384,12.48225,0.21981295193155362
2020.08.06 08:15:15,2020.08.06 08:00:00,2020.08.06 08:15:15,Resolved QFP,36.816267,12.482484,0.39270418813870644
2020.08.06 09:09:20,2020.08.06 09:00:00,2020.08.06 09:09:20,Resolved QFP,36.821301,12.472081,0.5247557988558009
2020.08.06 10:33:05,2020.08.06 10:30:00,2020.08.06 10:33:05,Resolved QFP,36.831647,12.450522,0.4600548128326785
2020.08.06 11:33:06,2020.08.06 11:30:00,2020.08.06 11:33:06,Resolved QFP,36.835681,12.436081,1.0886886020615583
2020.08.06 12:00:56,2020.08.06 12:00:00,2020.08.06 12:00:56,Unresolved QFP,36.834727,12.452489,0.8818908933966543
2020.08.06 12:51:30,2020.08.06 12:30:00,2020.08.06 12:51:30,Resolved QFP,36.833234,12.428347,0.5309030544576251
2020.08.06 13:34:46,2020.08.06 13:30:00,2020.08.06 13:34:46,Resolved QFP,36.827947,12.417024,0.23478351865259098
2020.08.06 14:12:40,2020.08.06 14:00:00,2020.08.06 14:12:40,Resolved QFP,36.826126,12.412542,0.4508129764019166
2020.08.06 15:35:42,2020.08.06 15:30:00,2020.08.06 15:35:42,Resolved QFP,36.818998,12.393487,0.5172619731119896
2020.08.06 16:21:17,2020.08.06 16:00:00,2020.08.06 16:21:17,Resolved QFP,36.814147,12.381621,0.4797745594521003
2020.08.06 17:12:13,2020.08.06 17:00:00,2020.08.06 17:12:13,Resolved QFP,36.809482,12.369186,0.3203880445227528
2020.08.06 18:04:28,2020.08.06 18:00:00,2020.08.06 18:04:28,Resolved QFP,36.806426,12.360618,0.34753085769275915
2020.08.06 19:08:49,2020.08.06 19:00:00,2020.08.06 19:08:49,Resolved QFP,36.799269,12.350738,0.4919796874092223
2020.08.06 19:33:40,2020.08.06 19:30:00,2020.08.06 19:33:40,Resolved QFP,36.795794,12.345055,0.5377872122753944
2020.08.06 20:41:32,2020.08.06 20:30:00,2020.08.06 20:41:32,Resolved QFP,36.784998,12.328346,0.4319455810563466
2020.08.07 00:04:36,2020.08.07 00:00:00,2020.08.07 00:04:36,Resolved QFP,36.757377,12.289287,0.40556275188876995
2020.08.07 00:30:13,2020.08.07 00:30:00,2020.08.07 00:30:13,Resolved QFP,36.752584,12.286199,0.4352651608897766
2020.08.07 02:16:41,2020.08.07 02:00:00,2020.08.07 02:16:41,Resolved QFP,36.730322,12.273852,0.4341017463968661
2020.08.07 03:08:14,2020.08.07 03:00:00,2020.08.07 03:08:14,Resolved QFP,36.719389,12.268221,0.4180541541274131
2020.08.07 04:00:07,2020.08.07 04:00:00,2020.08.07 04:00:07,Resolved QFP,36.708912,12.262544,0.43408654098014765
2020.08.07 05:22:26,2020.08.07 05:00:00,2020.08.07 05:22:26,Resolved QFP,36.694883,12.248934,0.3234285240471629
2020.08.07 05:53:54,2020.08.07 05:30:00,2020.08.07 05:53:54,Resolved QFP,36.690822,12.245124,0.37786141807443013
2020.08.07 06:29:03,2020.08.07 06:00:00,2020.08.07 06:29:03,Resolved QFP,36.685568,12.240105,0.22884836143692022
2020.08.07 07:14:25,2020.08.07 07:00:00,2020.08.07 07:14:25,Resolved QFP,36.680175,12.238215,0.35013568985332233
2020.08.07 07:37:48,2020.08.07 07:30:00,2020.08.07 07:37:48,Resolved QFP,36.675827,12.239411,0.3241106502257014
2020.08.07 08:03:43,2020.08.07 08:00:00,2020.08.07 08:03:43,Resolved QFP,36.671281,12.238537,0.47895918115002034
2020.08.07 08:34:06,2020.08.07 08:30:00,2020.08.07 08:34:06,Resolved QFP,36.665921,12.232663,0.4784235977812943
2020.08.07 09:33:57,2020.08.07 09:30:00,2020.08.07 09:33:57,Resolved QFP,36.656186,12.220436,0.5108137667051501
2020.08.07 10:30:10,2020.08.07 10:30:00,2020.08.07 10:30:10,Unresolved QFP,36.642302,12.212948,0.29683487157367444
2020.08.07 12:13:04,2020.08.07 12:00:00,2020.08.07 12:13:04,Resolved QFP,36.630954,12.200707,0.6269582201512152
2020.08.07 13:40:50,2020.08.07 13:30:00,2020.08.07 13:40:50,Resolved QFP,36.611813,12.177552,0.6984337215928579
2020.08.07 15:01:57,2020.08.07 15:00:00,2020.08.07 15:01:57,Resolved QFP,36.592453,12.153439,0.5731421517256345
2020.08.07 16:04:24,2020.08.07 16:00:00,2020.08.07 16:04:24,Resolved QFP,36.581498,12.137293,0.5498553740878961
2020.08.07 16:31:39,2020.08.07 16:30:00,2020.08.07 16:31:39,Resolved QFP,36.579111,12.129513,0.5793604925474359
2020.08.07 17:19:10,2020.08.07 17:00:00,2020.08.07 17:19:10,Resolved QFP,36.575293,12.115062,0.4750823847483347
2020.08.07 18:13:19,2020.08.07 18:00:00,2020.08.07 18:13:19,Unresolved QFP,36.57809,12.101383,0.4689576998236855
2020.08.07 20:12:05,2020.08.07 20:00:00,2020.08.07 20:12:05,Resolved QFP (Uncertain),36.582885,12.071545,0.5602223619268316
2020.08.08 00:42:04,2020.08.08 00:30:00,2020.08.08 00:42:04,Resolved QFP,36.580447,11.989544,0.3946580704673774
2020.08.08 01:14:41,2020.08.08 01:00:00,2020.08.08 01:14:41,Resolved QFP,36.581562,11.982649,0.4916911487452769
2020.08.08 05:30:13,2020.08.08 05:30:00,2020.08.08 05:30:13,Unresolved QFP,36.58068,11.914507,0.5509553726381106
2020.08.08 08:00:07,2020.08.08 08:00:00,2020.08.08 08:00:07,Resolved QFP,36.585803,11.869997,0.5442169681340647
2020.08.08 10:36:58,2020.08.08 10:30:00,2020.08.08 10:36:58,Unresolved QFP,36.587752,11.823738,0.5967048130848575
2020.08.08 12:32:57,2020.08.08 12:30:00,2020.08.08 12:32:57,Unresolved QFP,36.579391,11.787115,0.7612139596924976
2020.08.08 14:03:01,2020.08.08 14:00:00,2020.08.08 14:03:01,Resolved QFP,36.579985,11.749933,0.6339534839268829
2020.08.08 15:22:33,2020.08.08 15:00:00,2020.08.08 15:22:33,Resolved QFP,36.584353,11.722926,0.7727027738045965
2020.08.08 16:19:47,2020.08.08 16:00:00,2020.08.08 16:19:47,Resolved QFP,36.592926,11.700476,0.7950458196348286
2020.08.08 17:17:38,2020.08.08 17:00:00,2020.08.08 17:17:38,Resolved QFP,36.604635,11.678359,0.24632214318697832
2020.08.08 18:01:17,2020.08.08 18:00:00,2020.08.08 18:01:17,Resolved QFP,36.609701,11.675346,0.5373742418271213
2020.08.08 19:08:48,2020.08.08 19:00:00,2020.08.08 19:08:48,Unresolved QFP,36.620297,11.658667,0.5298433446935151
2020.08.08 21:04:50,2020.08.08 21:00:00,2020.08.08 21:04:50,Resolved QFP,36.633571,11.627995,0.5074440439552093
2020.08.08 22:11:43,2020.08.08 22:00:00,2020.08.08 22:11:43,Resolved QFP,36.63788,11.610083,0.5838507217098795
2020.08.09 01:34:09,2020.08.09 01:30:00,2020.08.09 01:34:09,Resolved QFP,36.631183,11.546317,0.5392157382266707
2020.08.09 02:00:55,2020.08.09 02:00:00,2020.08.09 02:00:55,Resolved QFP,36.632283,11.538564,0.5708519033807854
2020.08.09 04:00:07,2020.08.09 04:00:00,2020.08.09 04:00:07,Resolved QFP,36.632776,11.501659,0.4303508205801603
2020.08.09 04:41:52,2020.08.09 04:30:00,2020.08.09 04:41:52,Resolved QFP,36.635739,11.492362,0.05635813615717336
2020.08.09 05:07:52,2020.08.09 05:00:00,2020.08.09 05:07:52,Resolved QFP,36.636017,11.493108,0.18348184921637087
2020.08.09 06:14:47,2020.08.09 06:00:00,2020.08.09 06:14:47,Resolved QFP,36.635601,11.486461,0.22587661436472775
2020.08.09 06:49:48,2020.08.09 06:30:00,2020.08.09 06:49:48,Resolved QFP,36.637189,11.490455,0.1793359261055478
2020.08.09 07:16:36,2020.08.09 07:00:00,2020.08.09 07:16:36,Resolved QFP,36.637945,11.492953,0.24692860715569187
2020.08.09 09:32:35,2020.08.09 09:30:00,2020.08.09 09:32:35,Resolved QFP,36.64761,11.477434,0.4292138924662413
2020.08.09 10:17:47,2020.08.09 10:00:00,2020.08.09 10:17:47,Resolved QFP,36.648747,11.466971,0.3657785162920079
2020.08.09 12:30:20,2020.08.09 12:30:00,2020.08.09 12:30:20,Resolved QFP,36.650705,11.440744,0.3978847637858806
2020.08.09 14:08:00,2020.08.09 14:00:00,2020.08.09 14:08:00,Resolved QFP,36.644572,11.420553,0.4368428802939331
2020.08.09 14:53:06,2020.08.09 14:30:00,2020.08.09 14:53:06,Resolved QFP,36.642464,11.410071,0.2282435842238784
2020.08.09 17:14:36,2020.08.09 17:00:00,2020.08.09 17:14:36,Resolved QFP,36.630914,11.396766,0.38951623537253977
2020.08.09 17:35:04,2020.08.09 17:30:00,2020.08.09 17:35:04,Resolved QFP,36.632508,11.392738,0.2770946496028913
2020.08.09 18:20:35,2020.08.09 18:00:00,2020.08.09 18:20:35,Resolved QFP,36.637398,11.387888,0.6528204942612991
2020.08.09 18:43:48,2020.08.09 18:30:00,2020.08.09 18:43:48,Unresolved QFP,36.644431,11.38348,0.1353602460176756
2020.08.09 19:43:59,2020.08.09 19:30:00,2020.08.09 19:43:59,Resolved QFP,36.648878,11.382958,0.2719905578573946
2020.08.09 20:36:04,2020.08.09 20:30:00,2020.08.09 20:36:04,Resolved QFP,36.652123,11.375973,0.24535165443435805
2020.08.09 21:10:11,2020.08.09 21:00:00,2020.08.09 21:10:11,Resolved QFP,36.653758,11.371729,0.19731652672423278
2020.08.09 23:00:30,2020.08.09 23:00:00,2020.08.09 23:00:30,Resolved QFP,36.656216,11.360174,0.21492364504616157
2020.08.10 00:00:09,2020.08.10 00:00:00,2020.08.10 00:00:09,Resolved QFP,36.657617,11.353359,0.18509244886023252
2020.08.10 00:49:32,2020.08.10 00:30:00,2020.08.10 00:49:32,Unresolved QFP,36.659677,11.348837,0.09066495512593306
2020.08.10 01:09:55,2020.08.10 01:00:00,2020.08.10 01:09:55,Resolved QFP (Uncertain),36.660683,11.348698,0.09878986842748279
2020.08.10 03:00:20,2020.08.10 03:00:00,2020.08.10 03:00:20,Resolved QFP,36.66603,11.351375,0.19329244132021825
2020.08.10 04:02:28,2020.08.10 04:00:00,2020.08.10 04:02:28,Resolved QFP,36.671047,11.355609,0.28078331111678506
2020.08.10 04:31:09,2020.08.10 04:30:00,2020.08.10 04:31:09,Resolved QFP,36.67444,11.358415,0.17771888585052908
2020.08.10 05:21:53,2020.08.10 05:00:00,2020.08.10 05:21:53,Resolved QFP,36.679225,11.359689,0.19461057229424936
2020.08.10 05:48:48,2020.08.10 05:30:00,2020.08.10 05:48:48,Resolved QFP,36.682104,11.359737,0.2288139498513307
2020.08.10 06:15:52,2020.08.10 06:00:00,2020.08.10 06:15:52,Resolved QFP,36.685024,11.35801,0.23735632128252088
2020.08.10 06:33:14,2020.08.10 06:30:00,2020.08.10 06:33:14,Resolved QFP,36.687239,11.357539,0.1438475202805414
2020.08.10 07:00:58,2020.08.10 07:00:00,2020.08.10 07:00:58,Resolved QFP,36.688834,11.359024,0.0857333484261652
2020.08.10 07:45:13,2020.08.10 07:30:00,2020.08.10 07:45:13,Resolved QFP,36.689341,11.36102,0.2736253073473945
2020.08.10 08:10:48,2020.08.10 08:00:00,2020.08.10 08:10:48,Resolved QFP,36.693019,11.359904,0.2920618568227221
2020.08.10 09:35:25,2020.08.10 09:30:00,2020.08.10 09:35:25,Resolved QFP,36.705267,11.354106,0.31516492022045484
2020.08.10 11:36:25,2020.08.10 11:30:00,2020.08.10 11:36:25,Resolved QFP,36.72544,11.359728,0.3790210572233715
2020.08.10 12:40:38,2020.08.10 12:30:00,2020.08.10 12:40:38,Resolved QFP (Uncertain),36.738636,11.361905,0.23422650933208228
2020.08.10 15:32:36,2020.08.10 15:30:00,2020.08.10 15:32:36,Resolved QFP,36.755376,11.347606,0.24812394387436043
2020.08.10 16:02:09,2020.08.10 16:00:00,2020.08.10 16:02:09,Resolved QFP,36.758844,11.34558,0.28966531900562204
2020.08.10 16:34:22,2020.08.10 16:30:00,2020.08.10 16:34:22,Resolved QFP (Uncertain),36.763969,11.345369,0.33800971915585143
